T_HEAT_LOW_C,AIRFLOW_PER_PERSON_M3H,T_HW_SUPPLY_MAX,T_STAIR_COLD_C,T_HW_EXT_HYST_C,T_BLOW_HEAT_C,E_total_kWh,E_heat_kWh,E_cool_kWh,E_fan_kWh,E_curtain_kWh,cost_eur,CO2_kg,T_comfort_pct,T_mild_pct,T_discomfort_pct,RH_comfort_pct,RH_mild_pct,RH_discomfort_pct,combined_comfort_pct,combined_mild_pct,combined_discomfort_pct,T_in_min,T_in_max
14.0,18.0,55.0,7.0,11.0,30.0,14051.317139252282,3418.7698042542906,1163.1966741882882,4979.030102399397,4490.320558410305,2385.360159900817,383.168821223723,43.10109289617486,50.560109289617486,6.33879781420765,57.25409836065574,19.453551912568308,23.292349726775956,25.095628415300546,46.53005464480874,28.374316939890708,11.98051301224137,30.19622837009018
14.0,18.0,55.0,7.0,11.0,32.0,14164.073663859986,3527.998741576943,1171.4999415542652,4974.254422318472,4490.320558410305,2408.060533650873,387.5997321545335,43.114754098360656,50.778688524590166,6.10655737704918,57.3224043715847,19.41256830601093,23.26502732240437,25.095628415300546,46.76229508196722,28.142076502732237,11.891088819145095,30.231550434744918
14.0,18.0,55.0,7.0,13.0,28.0,14021.148208458784,3374.566458702334,1163.60596292955,4992.655228416594,4490.320558410305,2381.883423233808,382.5461157600668,43.060109289617486,50.30054644808744,6.639344262295081,57.513661202185794,19.23497267759563,23.251366120218577,25.10928961748634,46.27049180327869,28.620218579234972,12.011499808336229,30.184743663077256
14.0,18.0,55.0,7.0,13.0,30.0,14051.317139252282,3418.7698042542906,1163.1966741882882,4979.030102399397,4490.320558410305,2385.360159900817,383.168821223723,43.10109289617486,50.560109289617486,6.33879781420765,57.25409836065574,19.453551912568308,23.292349726775956,25.095628415300546,46.53005464480874,28.374316939890708,11.98051301224137,30.19622837009018
14.0,18.0,55.0,7.0,13.0,32.0,14164.073663859986,3527.998741576943,1171.4999415542652,4974.254422318472,4490.320558410305,2408.060533650873,387.5997321545335,43.114754098360656,50.778688524590166,6.10655737704918,57.3224043715847,19.41256830601093,23.26502732240437,25.095628415300546,46.76229508196722,28.142076502732237,11.891088819145095,30.231550434744918
14.0,18.0,55.0,7.0,15.0,28.0,14021.148208458784,3374.566458702334,1163.60596292955,4992.655228416594,4490.320558410305,2381.883423233808,382.5461157600668,43.060109289617486,50.30054644808744,6.639344262295081,57.513661202185794,19.23497267759563,23.251366120218577,25.10928961748634,46.27049180327869,28.620218579234972,12.011499808336229,30.184743663077256
14.0,18.0,55.0,7.0,15.0,30.0,14051.317139252282,3418.7698042542906,1163.1966741882882,4979.030102399397,4490.320558410305,2385.360159900817,383.168821223723,43.10109289617486,50.560109289617486,6.33879781420765,57.25409836065574,19.453551912568308,23.292349726775956,25.095628415300546,46.53005464480874,28.374316939890708,11.98051301224137,30.19622837009018
14.0,18.0,55.0,7.0,15.0,32.0,14164.073663859986,3527.998741576943,1171.4999415542652,4974.254422318472,4490.320558410305,2408.060533650873,387.5997321545335,43.114754098360656,50.778688524590166,6.10655737704918,57.3224043715847,19.41256830601093,23.26502732240437,25.095628415300546,46.76229508196722,28.142076502732237,11.891088819145095,30.231550434744918
14.0,18.0,55.0,10.0,11.0,28.0,16725.182864736755,2434.965881937829,1164.6257008302582,4994.937886482652,8130.653395486013,2850.332043426546,446.54365969402335,45.79234972677595,48.169398907103826,6.038251366120219,59.6448087431694,19.23497267759563,21.120218579234972,27.39071038251366,46.69398907103825,25.91530054644809,11.977487094072911,30.187106343696623
14.0,18.0,55.0,10.0,11.0,30.0,16780.923542689576,2506.76779224242,1163.5204960827582,4979.981858878384,8130.653395486013,2861.6185443398767,448.63438139839116,45.80601092896175,48.333333333333336,5.860655737704918,59.74043715846995,19.18032786885246,21.079234972677597,27.36338797814208,46.95355191256831,25.683060109289617,12.066999391491086,30.199626893349716
14.0,18.0,55.0,10.0,11.0,32.0,16828.61101584479,2552.5129961602133,1171.7385921253424,4973.706032073222,8130.653395486013,2871.4085076755377,450.84292605386537,45.69672131147541,48.63387978142077,5.669398907103825,59.63114754098361,19.34426229508197,21.024590163934427,27.25409836065574,47.30874316939891,25.437158469945352,12.07300502476077,30.207085203032996
14.0,18.0,55.0,10.0,13.0,28.0,16725.182864736755,2434.965881937829,1164.6257008302582,4994.937886482652,8130.653395486013,2850.332043426546,446.54365969402335,45.79234972677595,48.169398907103826,6.038251366120219,59.6448087431694,19.23497267759563,21.120218579234972,27.39071038251366,46.69398907103825,25.91530054644809,11.977487094072911,30.187106343696623
14.0,18.0,55.0,10.0,13.0,30.0,16780.923542689576,2506.76779224242,1163.5204960827582,4979.981858878384,8130.653395486013,2861.6185443398767,448.63438139839116,45.80601092896175,48.333333333333336,5.860655737704918,59.74043715846995,19.18032786885246,21.079234972677597,27.36338797814208,46.95355191256831,25.683060109289617,12.066999391491086,30.199626893349716
14.0,18.0,55.0,10.0,13.0,32.0,16828.61101584479,2552.5129961602133,1171.7385921253424,4973.706032073222,8130.653395486013,2871.4085076755377,450.84292605386537,45.69672131147541,48.63387978142077,5.669398907103825,59.63114754098361,19.34426229508197,21.024590163934427,27.25409836065574,47.30874316939891,25.437158469945352,12.07300502476077,30.207085203032996
14.0,18.0,55.0,10.0,15.0,28.0,16725.182864736755,2434.965881937829,1164.6257008302582,4994.937886482652,8130.653395486013,2850.332043426546,446.54365969402335,45.79234972677595,48.169398907103826,6.038251366120219,59.6448087431694,19.23497267759563,21.120218579234972,27.39071038251366,46.69398907103825,25.91530054644809,11.977487094072911,30.187106343696623
14.0,18.0,55.0,10.0,15.0,30.0,16780.923542689576,2506.76779224242,1163.5204960827582,4979.981858878384,8130.653395486013,2861.6185443398767,448.63438139839116,45.80601092896175,48.333333333333336,5.860655737704918,59.74043715846995,19.18032786885246,21.079234972677597,27.36338797814208,46.95355191256831,25.683060109289617,12.066999391491086,30.199626893349716
14.0,18.0,55.0,10.0,15.0,32.0,16828.61101584479,2552.5129961602133,1171.7385921253424,4973.706032073222,8130.653395486013,2871.4085076755377,450.84292605386537,45.69672131147541,48.63387978142077,5.669398907103825,59.63114754098361,19.34426229508197,21.024590163934427,27.25409836065574,47.30874316939891,25.437158469945352,12.07300502476077,30.207085203032996
14.0,25.0,40.0,3.0,11.0,28.0,13599.93228757479,5301.305219113896,1316.913666435138,5441.039471960292,1540.673930065464,2283.6692464808025,357.491153505062,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,40.0,3.0,11.0,30.0,13550.572235551786,5265.586856964651,1324.2657557288248,5420.045692792847,1540.673930065464,2274.580780355364,356.7945060206114,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,40.0,3.0,11.0,32.0,13664.929749697803,5397.160867738678,1319.8414576027535,5407.253494290908,1540.673930065464,2291.2261958709887,358.0190852707179,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,40.0,3.0,13.0,28.0,13599.93228757479,5301.305219113896,1316.913666435138,5441.039471960292,1540.673930065464,2283.6692464808025,357.491153505062,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,40.0,3.0,13.0,30.0,13550.572235551786,5265.586856964651,1324.2657557288248,5420.045692792847,1540.673930065464,2274.580780355364,356.7945060206114,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,40.0,3.0,13.0,32.0,13664.929749697803,5397.160867738678,1319.8414576027535,5407.253494290908,1540.673930065464,2291.2261958709887,358.0190852707179,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,40.0,3.0,15.0,28.0,13599.93228757479,5301.305219113896,1316.913666435138,5441.039471960292,1540.673930065464,2283.6692464808025,357.491153505062,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,40.0,3.0,15.0,30.0,13550.572235551786,5265.586856964651,1324.2657557288248,5420.045692792847,1540.673930065464,2274.580780355364,356.7945060206114,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,40.0,3.0,15.0,32.0,13664.929749697803,5397.160867738678,1319.8414576027535,5407.253494290908,1540.673930065464,2291.2261958709887,358.0190852707179,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,40.0,5.0,11.0,28.0,13493.696256453573,4159.254814871086,1327.7210286422755,5415.982621338741,2590.7377916014693,2264.6336037190104,353.0507716625204,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,40.0,5.0,11.0,30.0,13566.727435676581,4251.5282497846765,1319.4130772670883,5405.048317023347,2590.7377916014693,2276.608706531925,355.52372585565206,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,40.0,5.0,11.0,32.0,13490.29484322857,4170.0311000978645,1328.6138337664395,5400.912117762797,2590.7377916014693,2259.1682199267766,352.2196171241463,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,40.0,5.0,13.0,28.0,13493.696256453573,4159.254814871086,1327.7210286422755,5415.982621338741,2590.7377916014693,2264.6336037190104,353.0507716625204,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,40.0,5.0,13.0,30.0,13566.727435676581,4251.5282497846765,1319.4130772670883,5405.048317023347,2590.7377916014693,2276.608706531925,355.52372585565206,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,40.0,5.0,13.0,32.0,13490.29484322857,4170.0311000978645,1328.6138337664395,5400.912117762797,2590.7377916014693,2259.1682199267766,352.2196171241463,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,40.0,5.0,15.0,28.0,13493.696256453573,4159.254814871086,1327.7210286422755,5415.982621338741,2590.7377916014693,2264.6336037190104,353.0507716625204,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,40.0,5.0,15.0,30.0,13566.727435676581,4251.5282497846765,1319.4130772670883,5405.048317023347,2590.7377916014693,2276.608706531925,355.52372585565206,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,40.0,5.0,15.0,32.0,13490.29484322857,4170.0311000978645,1328.6138337664395,5400.912117762797,2590.7377916014693,2259.1682199267766,352.2196171241463,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,40.0,7.0,11.0,28.0,13751.647550321295,2916.8389030443063,1321.2069686591826,5413.890670985681,4099.711007632125,2309.570239520428,360.21029093511333,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,40.0,7.0,11.0,30.0,13755.799139618975,2927.1660407970994,1322.0994950112408,5406.822596178511,4099.711007632125,2308.9088582011104,361.1312798673391,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,40.0,7.0,11.0,32.0,13910.782123131748,3095.723710643755,1316.4190553849912,5398.928349470876,4099.711007632125,2340.55457083249,367.2776874194448,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
14.0,25.0,40.0,7.0,13.0,28.0,13751.647550321295,2916.8389030443063,1321.2069686591826,5413.890670985681,4099.711007632125,2309.570239520428,360.21029093511333,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,40.0,7.0,13.0,30.0,13755.799139618975,2927.1660407970994,1322.0994950112408,5406.822596178511,4099.711007632125,2308.9088582011104,361.1312798673391,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,40.0,7.0,13.0,32.0,13910.782123131748,3095.723710643755,1316.4190553849912,5398.928349470876,4099.711007632125,2340.55457083249,367.2776874194448,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
14.0,25.0,40.0,7.0,15.0,28.0,13751.647550321295,2916.8389030443063,1321.2069686591826,5413.890670985681,4099.711007632125,2309.570239520428,360.21029093511333,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,40.0,7.0,15.0,30.0,13755.799139618975,2927.1660407970994,1322.0994950112408,5406.822596178511,4099.711007632125,2308.9088582011104,361.1312798673391,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,40.0,7.0,15.0,32.0,13910.782123131748,3095.723710643755,1316.4190553849912,5398.928349470876,4099.711007632125,2340.55457083249,367.2776874194448,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
14.0,25.0,40.0,10.0,11.0,28.0,16376.139160956409,2113.7672798621657,1314.2464143694503,5410.033861934754,7538.091604790037,2767.149109137562,422.8315696437002,45.40983606557377,48.83879781420765,5.751366120218579,59.48087431693989,19.330601092896174,21.188524590163933,26.762295081967213,47.595628415300546,25.64207650273224,12.005793417721152,29.52782311241538
14.0,25.0,40.0,10.0,11.0,30.0,16415.049308683443,2165.1882659736866,1311.1294391996112,5400.639998720107,7538.091604790037,2775.945790238164,424.85660933307594,45.5464480874317,49.04371584699454,5.409836065573771,59.50819672131148,19.34426229508197,21.147540983606557,26.85792349726776,47.84153005464481,25.30054644808743,12.032862639726016,29.63411411657672
14.0,25.0,40.0,10.0,11.0,32.0,16529.70484237984,2285.4466645958464,1310.9711586666385,5395.19541432732,7538.091604790037,2796.5123743481727,429.74939175717725,45.46448087431694,49.303278688524586,5.232240437158469,59.37158469945355,19.453551912568308,21.174863387978142,26.80327868852459,47.950819672131146,25.245901639344265,12.072357177811217,29.532726786834928
14.0,25.0,40.0,10.0,13.0,28.0,16376.139160956409,2113.7672798621657,1314.2464143694503,5410.033861934754,7538.091604790037,2767.149109137562,422.8315696437002,45.40983606557377,48.83879781420765,5.751366120218579,59.48087431693989,19.330601092896174,21.188524590163933,26.762295081967213,47.595628415300546,25.64207650273224,12.005793417721152,29.52782311241538
14.0,25.0,40.0,10.0,13.0,30.0,16415.049308683443,2165.1882659736866,1311.1294391996112,5400.639998720107,7538.091604790037,2775.945790238164,424.85660933307594,45.5464480874317,49.04371584699454,5.409836065573771,59.50819672131148,19.34426229508197,21.147540983606557,26.85792349726776,47.84153005464481,25.30054644808743,12.032862639726016,29.63411411657672
14.0,25.0,40.0,10.0,13.0,32.0,16529.70484237984,2285.4466645958464,1310.9711586666385,5395.19541432732,7538.091604790037,2796.5123743481727,429.74939175717725,45.46448087431694,49.303278688524586,5.232240437158469,59.37158469945355,19.453551912568308,21.174863387978142,26.80327868852459,47.950819672131146,25.245901639344265,12.072357177811217,29.532726786834928
14.0,25.0,40.0,10.0,15.0,28.0,16376.139160956409,2113.7672798621657,1314.2464143694503,5410.033861934754,7538.091604790037,2767.149109137562,422.8315696437002,45.40983606557377,48.83879781420765,5.751366120218579,59.48087431693989,19.330601092896174,21.188524590163933,26.762295081967213,47.595628415300546,25.64207650273224,12.005793417721152,29.52782311241538
14.0,25.0,40.0,10.0,15.0,30.0,16415.049308683443,2165.1882659736866,1311.1294391996112,5400.639998720107,7538.091604790037,2775.945790238164,424.85660933307594,45.5464480874317,49.04371584699454,5.409836065573771,59.50819672131148,19.34426229508197,21.147540983606557,26.85792349726776,47.84153005464481,25.30054644808743,12.032862639726016,29.63411411657672
14.0,25.0,40.0,10.0,15.0,32.0,16529.70484237984,2285.4466645958464,1310.9711586666385,5395.19541432732,7538.091604790037,2796.5123743481727,429.74939175717725,45.46448087431694,49.303278688524586,5.232240437158469,59.37158469945355,19.453551912568308,21.174863387978142,26.80327868852459,47.950819672131146,25.245901639344265,12.072357177811217,29.532726786834928
14.0,25.0,45.0,3.0,11.0,28.0,13984.355515597234,5625.341066414948,1316.913666435138,5441.039471960292,1601.0613107868555,2355.995517620076,371.3186384613309,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,45.0,3.0,11.0,30.0,13935.4387490037,5590.065989695175,1324.2657557288248,5420.045692792847,1601.0613107868555,2347.0589805041623,370.7057453600122,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,45.0,3.0,11.0,32.0,14059.775944452664,5731.619681772147,1319.8414576027535,5407.253494290908,1601.0613107868555,2365.2969574266476,372.13274585501904,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,45.0,3.0,13.0,28.0,13984.355515597234,5625.341066414948,1316.913666435138,5441.039471960292,1601.0613107868555,2355.995517620076,371.3186384613309,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,45.0,3.0,13.0,30.0,13935.4387490037,5590.065989695175,1324.2657557288248,5420.045692792847,1601.0613107868555,2347.0589805041623,370.7057453600122,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,45.0,3.0,13.0,32.0,14059.775944452664,5731.619681772147,1319.8414576027535,5407.253494290908,1601.0613107868555,2365.2969574266476,372.13274585501904,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,45.0,3.0,15.0,28.0,13984.355515597234,5625.341066414948,1316.913666435138,5441.039471960292,1601.0613107868555,2355.995517620076,371.3186384613309,42.93715846994536,46.58469945355191,10.478142076502731,58.21038251366121,19.508196721311474,22.28142076502732,24.71311475409836,43.81147540983606,31.475409836065577,12.0924222925949,29.530371198672825
14.0,25.0,45.0,3.0,15.0,30.0,13935.4387490037,5590.065989695175,1324.2657557288248,5420.045692792847,1601.0613107868555,2347.0589805041623,370.7057453600122,42.89617486338798,47.377049180327866,9.726775956284154,58.26502732240437,19.42622950819672,22.308743169398905,24.672131147540984,44.521857923497265,30.806010928961747,12.055490166111705,29.534784120262344
14.0,25.0,45.0,3.0,15.0,32.0,14059.775944452664,5731.619681772147,1319.8414576027535,5407.253494290908,1601.0613107868555,2365.2969574266476,372.13274585501904,42.89617486338798,47.77322404371584,9.330601092896176,58.23770491803278,19.53551912568306,22.226775956284154,24.672131147540984,45.08196721311475,30.245901639344265,11.908211654246662,29.495733939758853
14.0,25.0,45.0,5.0,11.0,28.0,13841.682019538415,4414.306646777841,1327.7210286422755,5415.982621338741,2683.671722779556,2330.374613006238,365.6829189668335,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,45.0,5.0,11.0,30.0,13922.706097660695,4514.572980590705,1319.4130772670883,5405.048317023347,2683.671722779556,2343.77052483388,368.41598081937184,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,45.0,5.0,11.0,32.0,13840.709393739551,4427.511719430757,1328.6138337664395,5400.912117762797,2683.671722779556,2325.10538686261,364.9093616976113,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,45.0,5.0,13.0,28.0,13841.682019538415,4414.306646777841,1327.7210286422755,5415.982621338741,2683.671722779556,2330.374613006238,365.6829189668335,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,45.0,5.0,13.0,30.0,13922.706097660695,4514.572980590705,1319.4130772670883,5405.048317023347,2683.671722779556,2343.77052483388,368.41598081937184,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,45.0,5.0,13.0,32.0,13840.709393739551,4427.511719430757,1328.6138337664395,5400.912117762797,2683.671722779556,2325.10538686261,364.9093616976113,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,45.0,5.0,15.0,28.0,13841.682019538415,4414.306646777841,1327.7210286422755,5415.982621338741,2683.671722779556,2330.374613006238,365.6829189668335,42.950819672131146,49.221311475409834,7.827868852459016,57.77322404371584,19.68579234972678,22.540983606557376,24.71311475409836,46.21584699453552,29.071038251366122,11.986466851531455,29.575150462575483
14.0,25.0,45.0,5.0,15.0,30.0,13922.706097660695,4514.572980590705,1319.4130772670883,5405.048317023347,2683.671722779556,2343.77052483388,368.41598081937184,42.90983606557377,49.72677595628415,7.363387978142076,57.82786885245902,19.617486338797814,22.55464480874317,24.6448087431694,46.69398907103825,28.66120218579235,11.96741187673043,29.49786991883207
14.0,25.0,45.0,5.0,15.0,32.0,13840.709393739551,4427.511719430757,1328.6138337664395,5400.912117762797,2683.671722779556,2325.10538686261,364.9093616976113,42.88251366120219,50.587431693989075,6.530054644808743,57.74590163934427,19.849726775956285,22.404371584699454,24.65846994535519,47.58196721311476,27.759562841530055,12.077628822088101,29.533594843457887
14.0,25.0,45.0,7.0,11.0,28.0,14074.856217297742,3107.5398012529613,1321.2069686591826,5413.890670985681,4232.218776399917,2370.6437282964175,372.1106863338246,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,45.0,7.0,11.0,30.0,14082.003797684205,3120.862930094536,1322.0994950112408,5406.822596178511,4232.218776399917,2370.486211681279,373.1846394103805,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,45.0,7.0,11.0,32.0,14247.56611874984,3299.999937494056,1316.4190553849912,5398.928349470876,4232.218776399917,2404.2371073345907,379.78736620728375,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
14.0,25.0,45.0,7.0,13.0,28.0,14074.856217297742,3107.5398012529613,1321.2069686591826,5413.890670985681,4232.218776399917,2370.6437282964175,372.1106863338246,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,45.0,7.0,13.0,30.0,14082.003797684205,3120.862930094536,1322.0994950112408,5406.822596178511,4232.218776399917,2370.486211681279,373.1846394103805,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,45.0,7.0,13.0,32.0,14247.56611874984,3299.999937494056,1316.4190553849912,5398.928349470876,4232.218776399917,2404.2371073345907,379.78736620728375,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
14.0,25.0,45.0,7.0,15.0,28.0,14074.856217297742,3107.5398012529613,1321.2069686591826,5413.890670985681,4232.218776399917,2370.6437282964175,372.1106863338246,43.01912568306011,50.95628415300546,6.024590163934426,57.103825136612016,19.754098360655735,23.14207650273224,24.75409836065574,47.36338797814207,27.882513661202186,11.989026259554288,29.56411529882473
14.0,25.0,45.0,7.0,15.0,30.0,14082.003797684205,3120.862930094536,1322.0994950112408,5406.822596178511,4232.218776399917,2370.486211681279,373.1846394103805,42.96448087431694,51.29781420765027,5.737704918032787,57.049180327868854,19.89071038251366,23.060109289617486,24.75409836065574,47.622950819672134,27.62295081967213,12.02912657664869,29.623295657117197
14.0,25.0,45.0,7.0,15.0,32.0,14247.56611874984,3299.999937494056,1316.4190553849912,5398.928349470876,4232.218776399917,2404.2371073345907,379.78736620728375,42.950819672131146,51.55737704918033,5.491803278688525,57.07650273224044,19.87704918032787,23.046448087431695,24.71311475409836,47.99180327868853,27.295081967213115,12.001478863002525,29.532076162830148
